 本行信息时间(北京时间)     位置X(km,J2000)     位置Y(km,J2000)     位置Z(km,J2000)  速度VX(km/s,J2000)  速度VY(km/s,J2000)  速度VZ(km/s,J2000)    定轨或预报
2023-04-23B22:38:30.000        -2420.583959       319004.178602       171543.193321        -0.167281034         0.351639827         0.173959284        1
2023-04-23B22:39: 0.000        -2425.602181       319014.726613       171548.411446        -0.167267112         0.351560929         0.173915701        1
2023-04-23B22:39:30.000        -2430.619986       319025.272257       171553.628263        -0.167253182         0.351482037         0.173872120        1
2023-04-23B22:40: 0.000        -2435.637372       319035.815535       171558.843773        -0.167239246         0.351403152         0.173828542        1
2023-04-23B22:40:30.000        -2440.654340       319046.356447       171564.057976        -0.167225302         0.351324273         0.173784967        1
2023-04-23B22:41: 0.000        -2445.670890       319056.894992       171569.270871        -0.167211351         0.351245400         0.173741396        1
2023-04-23B22:41:30.000        -2450.687021       319067.431171       171574.482460        -0.167197393         0.351166534         0.173697827        1
2023-04-23B22:42: 0.000        -2455.702734       319077.964984       171579.692741        -0.167183428         0.351087674         0.173654261        1
2023-04-23B22:42:30.000        -2460.718027       319088.496431       171584.901715        -0.167169456         0.351008820         0.173610698        1
2023-04-23B22:43: 0.000        -2465.732901       319099.025513       171590.109383        -0.167155476         0.350929973         0.173567138        1
2023-04-23B22:43:30.000        -2470.747355       319109.552230       171595.315744        -0.167141490         0.350851131         0.173523581        1
2023-04-23B22:44: 0.000        -2475.761390       319120.076581       171600.520798        -0.167127496         0.350772297         0.173480028        1
2023-04-23B22:44:30.000        -2480.775005       319130.598567       171605.724545        -0.167113495         0.350693468         0.173436477        1
2023-04-23B22:45: 0.000        -2485.788200       319141.118189       171610.926987        -0.167099487         0.350614646         0.173392929        1
2023-04-23B22:45:30.000        -2490.800974       319151.635446       171616.128121        -0.167085472         0.350535830         0.173349384        1
2023-04-23B22:46: 0.000        -2495.813328       319162.150339       171621.327950        -0.167071450         0.350457020         0.173305842        1
2023-04-23B22:46:30.000        -2500.825261       319172.662867       171626.526472        -0.167057421         0.350378217         0.173262303        1
2023-04-23B22:47: 0.000        -2505.836773       319183.173032       171631.723688        -0.167043384         0.350299420         0.173218767        1
2023-04-23B22:47:30.000        -2510.847864       319193.680833       171636.919598        -0.167029340         0.350220629         0.173175234        1
2023-04-23B22:48: 0.000        -2515.858534       319204.186270       171642.114202        -0.167015290         0.350141845         0.173131704        1
2023-04-23B22:48:30.000        -2520.868781       319214.689343       171647.307500        -0.167001231         0.350063067         0.173088177        1
2023-04-23B22:49: 0.000        -2525.878607       319225.190054       171652.499492        -0.166987166         0.349984295         0.173044653        1
2023-04-23B22:49:30.000        -2530.888011       319235.688401       171657.690179        -0.166973094         0.349905530         0.173001131        1
2023-04-23B22:50: 0.000        -2535.896993       319246.184386       171662.879560        -0.166959014         0.349826771         0.172957613        1
2023-04-23B22:50:30.000        -2540.905552       319256.678008       171668.067636        -0.166944927         0.349748018         0.172914098        1
2023-04-23B22:51: 0.000        -2545.913689       319267.169267       171673.254406        -0.166930833         0.349669271         0.172870586        1
2023-04-23B22:51:30.000        -2550.921402       319277.658164       171678.439871        -0.166916732         0.349590531         0.172827077        1
2023-04-23B22:52: 0.000        -2555.928692       319288.144699       171683.624031        -0.166902624         0.349511797         0.172783570        1
2023-04-23B22:52:30.000        -2560.935559       319298.628872       171688.806885        -0.166888508         0.349433069         0.172740067        1
2023-04-23B22:53: 0.000        -2565.942003       319309.110683       171693.988435        -0.166874386         0.349354348         0.172696567        1
2023-04-23B22:53:30.000        -2570.948023       319319.590133       171699.168680        -0.166860256         0.349275633         0.172653069        1
2023-04-23B22:54: 0.000        -2575.953618       319330.067221       171704.347619        -0.166846118         0.349196924         0.172609575        1
2023-04-23B22:54:30.000        -2580.958790       319340.541948       171709.525254        -0.166831974         0.349118222         0.172566084        1
2023-04-23B22:55: 0.000        -2585.963537       319351.014314       171714.701584        -0.166817822         0.349039525         0.172522595        1
2023-04-23B22:55:30.000        -2590.967859       319361.484320       171719.876610        -0.166803663         0.348960835         0.172479110        1
2023-04-23B22:56: 0.000        -2595.971756       319371.951965       171725.050331        -0.166789497         0.348882152         0.172435627        1
2023-04-23B22:56:30.000        -2600.975229       319382.417249       171730.222747        -0.166775324         0.348803475         0.172392147        1
2023-04-23B22:57: 0.000        -2605.978276       319392.880173       171735.393860        -0.166761143         0.348724804         0.172348671        1
2023-04-23B22:57:30.000        -2610.980897       319403.340737       171740.563668        -0.166746955         0.348646139         0.172305197        1
2023-04-23B22:58: 0.000        -2615.983093       319413.798942       171745.732172        -0.166732760         0.348567480         0.172261726        1
2023-04-23B22:58:30.000        -2620.984863       319424.254786       171750.899371        -0.166718558         0.348488828         0.172218259        1
2023-04-23B22:59: 0.000        -2625.986206       319434.708271       171756.065267        -0.166704348         0.348410182         0.172174794        1
2023-04-23B22:59:30.000        -2630.987123       319445.159397       171761.229859        -0.166690132         0.348331543         0.172131332        1
2023-04-23B23:00: 0.000        -2635.987614       319455.608164       171766.393147        -0.166675907         0.348252910         0.172087873        1
2023-04-23B23:00:30.000        -2640.987678       319466.054572       171771.555131        -0.166661676         0.348174283         0.172044417        1
2023-04-23B23:01: 0.000        -2645.987315       319476.498621       171776.715812        -0.166647437         0.348095662         0.172000964        1
2023-04-23B23:01:30.000        -2650.986524       319486.940312       171781.875189        -0.166633192         0.348017047         0.171957514        1
2023-04-23B23:02: 0.000        -2655.985306       319497.379644       171787.033263        -0.166618938         0.347938439         0.171914067        1
2023-04-23B23:02:30.000        -2660.983660       319507.816618       171792.190033        -0.166604678         0.347859837         0.171870623        1
2023-04-23B23:03: 0.000        -2665.981587       319518.251234       171797.345500        -0.166590410         0.347781242         0.171827182        1
2023-04-23B23:03:30.000        -2670.979085       319528.683493       171802.499664        -0.166576135         0.347702653         0.171783744        1
2023-04-23B23:04: 0.000        -2675.976155       319539.113393       171807.652525        -0.166561853         0.347624070         0.171740309        1
2023-04-23B23:04:30.000        -2680.972796       319549.540937       171812.804083        -0.166547563         0.347545493         0.171696876        1
2023-04-23B23:05: 0.000        -2685.969008       319559.966123       171817.954338        -0.166533266         0.347466922         0.171653447        1
2023-04-23B23:05:30.000        -2690.964792       319570.388952       171823.103290        -0.166518962         0.347388358         0.171610021        1
2023-04-23B23:06: 0.000        -2695.960146       319580.809425       171828.250939        -0.166504650         0.347309800         0.171566597        1
2023-04-23B23:06:30.000        -2700.955071       319591.227540       171833.397286        -0.166490331         0.347231249         0.171523177        1
2023-04-23B23:07: 0.000        -2705.949566       319601.643300       171838.542330        -0.166476005         0.347152704         0.171479759        1
2023-04-23B23:07:30.000        -2710.943631       319612.056703       171843.686071        -0.166461672         0.347074165         0.171436345        1
2023-04-23B23:08: 0.000        -2715.937266       319622.467750       171848.828510        -0.166447331         0.346995632         0.171392933        1
2023-04-23B23:08:30.000        -2720.930471       319632.876441       171853.969647        -0.166432983         0.346917105         0.171349524        1
2023-04-23B23:09: 0.000        -2725.923245       319643.282776       171859.109482        -0.166418627         0.346838585         0.171306119        1
2023-04-23B23:09:30.000        -2730.915588       319653.686756       171864.248014        -0.166404264         0.346760071         0.171262716        1
2023-04-23B23:10: 0.000        -2735.907501       319664.088380       171869.385245        -0.166389894         0.346681564         0.171219316        1
2023-04-23B23:10:30.000        -2740.898982       319674.487650       171874.521173        -0.166375516         0.346603062         0.171175919        1
2023-04-23B23:11: 0.000        -2745.890032       319684.884564       171879.655800        -0.166361132         0.346524567         0.171132525        1
2023-04-23B23:11:30.000        -2750.880650       319695.279124       171884.789125        -0.166346739         0.346446078         0.171089134        1
2023-04-23B23:12: 0.000        -2755.870836       319705.671329       171889.921148        -0.166332340         0.346367596         0.171045746        1
2023-04-23B23:12:30.000        -2760.860590       319716.061179       171895.051870        -0.166317933         0.346289119         0.171002361        1
2023-04-23B23:13: 0.000        -2765.849912       319726.448676       171900.181290        -0.166303518         0.346210649         0.170958978        1
2023-04-23B23:13:30.000        -2770.838801       319736.833819       171905.309408        -0.166289097         0.346132186         0.170915599        1
2023-04-23B23:14: 0.000        -2775.827257       319747.216607       171910.436226        -0.166274668         0.346053728         0.170872223        1
2023-04-23B23:14:30.000        -2780.815281       319757.597042       171915.561742        -0.166260231         0.345975277         0.170828849        1
2023-04-23B23:15: 0.000        -2785.802871       319767.975124       171920.685957        -0.166245787         0.345896832         0.170785479        1
2023-04-23B23:15:30.000        -2790.790028       319778.350852       171925.808871        -0.166231336         0.345818393         0.170742111        1
2023-04-23B23:16: 0.000        -2795.776751       319788.724228       171930.930483        -0.166216877         0.345739961         0.170698747        1
2023-04-23B23:16:30.000        -2800.763041       319799.095250       171936.050795        -0.166202411         0.345661535         0.170655385        1
2023-04-23B23:17: 0.000        -2805.748896       319809.463920       171941.169807        -0.166187938         0.345583115         0.170612026        1
2023-04-23B23:17:30.000        -2810.734317       319819.830237       171946.287517        -0.166173457         0.345504701         0.170568670        1
2023-04-23B23:18: 0.000        -2815.719303       319830.194202       171951.403927        -0.166158969         0.345426294         0.170525318        1
2023-04-23B23:18:30.000        -2820.703855       319840.555815       171956.519036        -0.166144473         0.345347893         0.170481968        1
2023-04-23B23:19: 0.000        -2825.687972       319850.915076       171961.632845        -0.166129970         0.345269498         0.170438621        1
2023-04-23B23:19:30.000        -2830.671653       319861.271985       171966.745353        -0.166115460         0.345191110         0.170395277        1
2023-04-23B23:20: 0.000        -2835.654899       319871.626542       171971.856561        -0.166100942         0.345112728         0.170351935        1
2023-04-23B23:20:30.000        -2840.637710       319881.978748       171976.966469        -0.166086416         0.345034352         0.170308597        1
2023-04-23B23:21: 0.000        -2845.620084       319892.328603       171982.075077        -0.166071884         0.344955982         0.170265262        1
2023-04-23B23:21:30.000        -2850.602022       319902.676107       171987.182385        -0.166057343         0.344877618         0.170221929        1
2023-04-23B23:22: 0.000        -2855.583525       319913.021260       171992.288393        -0.166042796         0.344799261         0.170178600        1
2023-04-23B23:22:30.000        -2860.564590       319923.364063       171997.393101        -0.166028241         0.344720910         0.170135273        1
2023-04-23B23:23: 0.000        -2865.545219       319933.704515       172002.496510        -0.166013678         0.344642566         0.170091950        1
2023-04-23B23:23:30.000        -2870.525411       319944.042617       172007.598618        -0.165999108         0.344564227         0.170048629        1
2023-04-23B23:24: 0.000        -2875.505165       319954.378369       172012.699427        -0.165984531         0.344485895         0.170005311        1
2023-04-23B23:24:30.000        -2880.484483       319964.711771       172017.798937        -0.165969946         0.344407569         0.169961997        1
2023-04-23B23:25: 0.000        -2885.463362       319975.042823       172022.897147        -0.165955353         0.344329249         0.169918685        1
2023-04-23B23:25:30.000        -2890.441804       319985.371526       172027.994058        -0.165940754         0.344250936         0.169875376        1
2023-04-23B23:26: 0.000        -2895.419807       319995.697879       172033.089670        -0.165926146         0.344172629         0.169832070        1
2023-04-23B23:26:30.000        -2900.397372       320006.021884       172038.183982        -0.165911531         0.344094328         0.169788766        1
2023-04-23B23:27: 0.000        -2905.374499       320016.343539       172043.276996        -0.165896909         0.344016033         0.169745466        1
2023-04-23B23:27:30.000        -2910.351187       320026.662846       172048.368710        -0.165882279         0.343937745         0.169702169        1
2023-04-23B23:28: 0.000        -2915.327436       320036.979804       172053.459126        -0.165867642         0.343859463         0.169658874        1
2023-04-23B23:28:30.000        -2920.303245       320047.294413       172058.548243        -0.165852997         0.343781187         0.169615583        1
2023-04-23B23:29: 0.000        -2925.278615       320057.606675       172063.636061        -0.165838345         0.343702917         0.169572294        1
2023-04-23B23:29:30.000        -2930.253546       320067.916589       172068.722580        -0.165823685         0.343624654         0.169529009        1
2023-04-23B23:30: 0.000        -2935.228036       320078.224154       172073.807801        -0.165809018         0.343546397         0.169485726        1
2023-04-23B23:30:30.000        -2940.202087       320088.529372       172078.891724        -0.165794343         0.343468146         0.169442446        1
2023-04-23B23:31: 0.000        -2945.175697       320098.832243       172083.974348        -0.165779661         0.343389902         0.169399169        1
2023-04-23B23:31:30.000        -2950.148867       320109.132767       172089.055674        -0.165764971         0.343311663         0.169355895        1
2023-04-23B23:32: 0.000        -2955.121595       320119.430943       172094.135702        -0.165750274         0.343233431         0.169312624        1
2023-04-23B23:32:30.000        -2960.093883       320129.726773       172099.214432        -0.165735569         0.343155205         0.169269356        1
2023-04-23B23:33: 0.000        -2965.065729       320140.020255       172104.291863        -0.165720857         0.343076986         0.169226091        1
2023-04-23B23:33:30.000        -2970.037134       320150.311392       172109.367997        -0.165706137         0.342998772         0.169182828        1
2023-04-23B23:34: 0.000        -2975.008097       320160.600182       172114.442833        -0.165691409         0.342920565         0.169139569        1
2023-04-23B23:34:30.000        -2979.978619       320170.886626       172119.516371        -0.165676674         0.342842364         0.169096312        1
2023-04-23B23:35: 0.000        -2984.948698       320181.170724       172124.588612        -0.165661932         0.342764170         0.169053059        1
2023-04-23B23:35:30.000        -2989.918335       320191.452476       172129.659555        -0.165647181         0.342685982         0.169009808        1
2023-04-23B23:36: 0.000        -2994.887529       320201.731883       172134.729200        -0.165632424         0.342607799         0.168966560        1
2023-04-23B23:36:30.000        -2999.856280       320212.008944       172139.797549        -0.165617659         0.342529624         0.168923315        1
2023-04-23B23:37: 0.000        -3004.824588       320222.283660       172144.864599        -0.165602886         0.342451454         0.168880073        1
2023-04-23B23:37:30.000        -3009.792453       320232.556031       172149.930353        -0.165588105         0.342373291         0.168836834        1
2023-04-23B23:38: 0.000        -3014.759874       320242.826058       172154.994809        -0.165573317         0.342295133         0.168793598        1
2023-04-23B23:38:30.000        -3019.726852       320253.093739       172160.057969        -0.165558522         0.342216983         0.168750364        1
2023-04-23B23:39: 0.000        -3024.693386       320263.359077       172165.119831        -0.165543719         0.342138838         0.168707134        1
2023-04-23B23:39:30.000        -3029.659475       320273.622070       172170.180397        -0.165528908         0.342060700         0.168663907        1
2023-04-23B23:40: 0.000        -3034.625120       320283.882719       172175.239666        -0.165514090         0.341982567         0.168620682        1
2023-04-23B23:40:30.000        -3039.590320       320294.141024       172180.297638        -0.165499264         0.341904442         0.168577460        1
2023-04-23B23:41: 0.000        -3044.555076       320304.396985       172185.354313        -0.165484430         0.341826322         0.168534241        1
2023-04-23B23:41:30.000        -3049.519386       320314.650603       172190.409692        -0.165469589         0.341748208         0.168491025        1
2023-04-23B23:42: 0.000        -3054.483251       320324.901878       172195.463775        -0.165454740         0.341670101         0.168447812        1
2023-04-23B23:42:30.000        -3059.446670       320335.150809       172200.516561        -0.165439884         0.341592000         0.168404602        1
2023-04-23B23:43: 0.000        -3064.409644       320345.397398       172205.568051        -0.165425020         0.341513906         0.168361395        1
2023-04-23B23:43:30.000        -3069.372171       320355.641644       172210.618245        -0.165410149         0.341435817         0.168318191        1
2023-04-23B23:44: 0.000        -3074.334253       320365.883547       172215.667143        -0.165395269         0.341357735         0.168274989        1
2023-04-23B23:44:30.000        -3079.295888       320376.123108       172220.714744        -0.165380382         0.341279659         0.168231791        1
2023-04-23B23:45: 0.000        -3084.257076       320386.360327       172225.761050        -0.165365488         0.341201589         0.168188595        1
2023-04-23B23:45:30.000        -3089.217817       320396.595203       172230.806060        -0.165350586         0.341123526         0.168145402        1
2023-04-23B23:46: 0.000        -3094.178111       320406.827738       172235.849774        -0.165335676         0.341045469         0.168102213        1
2023-04-23B23:46:30.000        -3099.137957       320417.057932       172240.892193        -0.165320759         0.340967417         0.168059026        1
2023-04-23B23:47: 0.000        -3104.097356       320427.285783       172245.933316        -0.165305834         0.340889373         0.168015841        1
2023-04-23B23:47:30.000        -3109.056307       320437.511294       172250.973143        -0.165290901         0.340811334         0.167972660        1
2023-04-23B23:48: 0.000        -3114.014810       320447.734463       172256.011675        -0.165275961         0.340733302         0.167929482        1
2023-04-23B23:48:30.000        -3118.972865       320457.955292       172261.048912        -0.165261012         0.340655276         0.167886307        1
2023-04-23B23:49: 0.000        -3123.930471       320468.173780       172266.084854        -0.165246057         0.340577256         0.167843134        1
2023-04-23B23:49:30.000        -3128.887628       320478.389928       172271.119500        -0.165231093         0.340499242         0.167799964        1
2023-04-23B23:50: 0.000        -3133.844336       320488.603735       172276.152852        -0.165216122         0.340421235         0.167756798        1
2023-04-23B23:50:30.000        -3138.800595       320498.815202       172281.184908        -0.165201144         0.340343234         0.167713634        1
2023-04-23B23:51: 0.000        -3143.756405       320509.024329       172286.215670        -0.165186157         0.340265239         0.167670473        1
2023-04-23B23:51:30.000        -3148.711765       320519.231116       172291.245137        -0.165171163         0.340187250         0.167627315        1
2023-04-23B23:52: 0.000        -3153.666675       320529.435564       172296.273309        -0.165156161         0.340109268         0.167584159        1
2023-04-23B23:52:30.000        -3158.621134       320539.637672       172301.300186        -0.165141152         0.340031291         0.167541007        1
2023-04-23B23:53: 0.000        -3163.575144       320549.837441       172306.325769        -0.165126134         0.339953321         0.167497858        1
2023-04-23B23:53:30.000        -3168.528702       320560.034872       172311.350058        -0.165111109         0.339875358         0.167454711        1
2023-04-23B23:54: 0.000        -3173.481810       320570.229963       172316.373052        -0.165096077         0.339797400         0.167411567        1
2023-04-23B23:54:30.000        -3178.434467       320580.422716       172321.394752        -0.165081036         0.339719449         0.167368427        1
2023-04-23B23:55: 0.000        -3183.386672       320590.613130       172326.415157        -0.165065988         0.339641504         0.167325289        1
2023-04-23B23:55:30.000        -3188.338426       320600.801206       172331.434269        -0.165050932         0.339563565         0.167282154        1
2023-04-23B23:56: 0.000        -3193.289728       320610.986944       172336.452087        -0.165035869         0.339485632         0.167239021        1
2023-04-23B23:56:30.000        -3198.240578       320621.170344       172341.468610        -0.165020797         0.339407706         0.167195892        1
2023-04-23B23:57: 0.000        -3203.190976       320631.351406       172346.483840        -0.165005718         0.339329786         0.167152766        1
2023-04-23B23:57:30.000        -3208.140921       320641.530131       172351.497776        -0.164990632         0.339251872         0.167109642        1
2023-04-23B23:58: 0.000        -3213.090414       320651.706519       172356.510419        -0.164975537         0.339173964         0.167066522        1
2023-04-23B23:58:30.000        -3218.039453       320661.880569       172361.521768        -0.164960435         0.339096062         0.167023404        1
2023-04-23B23:59: 0.000        -3222.988040       320672.052282       172366.531823        -0.164945325         0.339018167         0.166980289        1
2023-04-23B23:59:30.000        -3227.936173       320682.221659       172371.540585        -0.164930207         0.338940278         0.166937177        1
2023-04-24B00:00: 0.000        -3232.883852       320692.388699       172376.548054        -0.164915081         0.338862395         0.166894068        1
2023-04-24B00:00:30.000        -3237.831077       320702.553403       172381.554229        -0.164899948         0.338784519         0.166850961        1
2023-04-24B00:01: 0.000        -3242.777849       320712.715770       172386.559111        -0.164884807         0.338706648         0.166807858        1
2023-04-24B00:01:30.000        -3247.724166       320722.875802       172391.562701        -0.164869658         0.338628784         0.166764757        1
2023-04-24B00:02: 0.000        -3252.670028       320733.033497       172396.564997        -0.164854501         0.338550926         0.166721660        1
2023-04-24B00:02:30.000        -3257.615436       320743.188857       172401.566000        -0.164839336         0.338473074         0.166678565        1
2023-04-24B00:03: 0.000        -3262.560388       320753.341882       172406.565711        -0.164824164         0.338395229         0.166635473        1
2023-04-24B00:03:30.000        -3267.504885       320763.492571       172411.564129        -0.164808984         0.338317390         0.166592384        1
2023-04-24B00:04: 0.000        -3272.448927       320773.640925       172416.561254        -0.164793796         0.338239557         0.166549298        1
2023-04-24B00:04:30.000        -3277.392513       320783.786945       172421.557087        -0.164778600         0.338161730         0.166506214        1
2023-04-24B00:05: 0.000        -3282.335643       320793.930629       172426.551627        -0.164763397         0.338083909         0.166463134        1
2023-04-24B00:05:30.000        -3287.278317       320804.071979       172431.544875        -0.164748185         0.338006095         0.166420056        1
2023-04-24B00:06: 0.000        -3292.220534       320814.210995       172436.536830        -0.164732966         0.337928287         0.166376981        1
2023-04-24B00:06:30.000        -3297.162295       320824.347677       172441.527494        -0.164717739         0.337850485         0.166333909        1
2023-04-24B00:07: 0.000        -3302.103598       320834.482024       172446.516865        -0.164702504         0.337772689         0.166290840        1
2023-04-24B00:07:30.000        -3307.044445       320844.614038       172451.504944        -0.164687262         0.337694899         0.166247774        1
2023-04-24B00:08: 0.000        -3311.984834       320854.743718       172456.491731        -0.164672011         0.337617116         0.166204711        1
2023-04-24B00:08:30.000        -3316.924766       320864.871065       172461.477227        -0.164656753         0.337539339         0.166161650        1
2023-04-24B00:09: 0.000        -3321.864239       320874.996079       172466.461430        -0.164641487         0.337461568         0.166118593        1
2023-04-24B00:09:30.000        -3326.803255       320885.118759       172471.444342        -0.164626212         0.337383804         0.166075538        1
2023-04-24B00:10: 0.000        -3331.741812       320895.239107       172476.425963        -0.164610931         0.337306045         0.166032486        1
2023-04-24B00:10:30.000        -3336.679910       320905.357122       172481.406291        -0.164595641         0.337228293         0.165989437        1
2023-04-24B00:11: 0.000        -3341.617550       320915.472805       172486.385329        -0.164580343         0.337150547         0.165946391        1
2023-04-24B00:11:30.000        -3346.554731       320925.586155       172491.363075        -0.164565038         0.337072807         0.165903348        1
2023-04-24B00:12: 0.000        -3351.491452       320935.697173       172496.339530        -0.164549724         0.336995074         0.165860307        1
2023-04-24B00:12:30.000        -3356.427714       320945.805859       172501.314693        -0.164534403         0.336917346         0.165817270        1
2023-04-24B00:13: 0.000        -3361.363516       320955.912214       172506.288566        -0.164519074         0.336839625         0.165774235        1
2023-04-24B00:13:30.000        -3366.298859       320966.016237       172511.261148        -0.164503737         0.336761910         0.165731203        1
2023-04-24B00:14: 0.000        -3371.233741       320976.117929       172516.232438        -0.164488392         0.336684201         0.165688174        1
2023-04-24B00:14:30.000        -3376.168162       320986.217289       172521.202438        -0.164473039         0.336606499         0.165645148        1
2023-04-24B00:15: 0.000        -3381.102123       320996.314319       172526.171147        -0.164457678         0.336528803         0.165602125        1
2023-04-24B00:15:30.000        -3386.035623       321006.409017       172531.138566        -0.164442309         0.336451112         0.165559104        1
2023-04-24B00:16: 0.000        -3390.968661       321016.501385       172536.104693        -0.164426933         0.336373429         0.165516087        1
2023-04-24B00:16:30.000        -3395.901238       321026.591423       172541.069531        -0.164411548         0.336295751         0.165473072        1
2023-04-24B00:17: 0.000        -3400.833354       321036.679130       172546.033078        -0.164396156         0.336218079         0.165430060        1
2023-04-24B00:17:30.000        -3405.765008       321046.764508       172550.995334        -0.164380755         0.336140414         0.165387051        1
2023-04-24B00:18: 0.000        -3410.696199       321056.847555       172555.956301        -0.164365347         0.336062755         0.165344045        1
2023-04-24B00:18:30.000        -3415.626928       321066.928273       172560.915977        -0.164349931         0.335985102         0.165301041        1
2023-04-24B00:19: 0.000        -3420.557195       321077.006662       172565.874363        -0.164334506         0.335907456         0.165258041        1
2023-04-24B00:19:30.000        -3425.486999       321087.082721       172570.831460        -0.164319074         0.335829815         0.165215043        1
2023-04-24B00:20: 0.000        -3430.416339       321097.156451       172575.787266        -0.164303634         0.335752181         0.165172048        1
2023-04-24B00:20:30.000        -3435.345217       321107.227852       172580.741783        -0.164288186         0.335674553         0.165129056        1
2023-04-24B00:21: 0.000        -3440.273631       321117.296924       172585.695009        -0.164272730         0.335596931         0.165086067        1
2023-04-24B00:21:30.000        -3445.201580       321127.363667       172590.646947        -0.164257266         0.335519316         0.165043081        1
2023-04-24B00:22: 0.000        -3450.129066       321137.428083       172595.597594        -0.164241794         0.335441706         0.165000098        1
2023-04-24B00:22:30.000        -3455.056088       321147.490170       172600.546952        -0.164226314         0.335364103         0.164957117        1
2023-04-24B00:23: 0.000        -3459.982645       321157.549929       172605.495021        -0.164210826         0.335286506         0.164914139        1
2023-04-24B00:23:30.000        -3464.908738       321167.607360       172610.441801        -0.164195330         0.335208915         0.164871164        1
2023-04-24B00:24: 0.000        -3469.834365       321177.662464       172615.387291        -0.164179826         0.335131331         0.164828192        1
2023-04-24B00:24:30.000        -3474.759527       321187.715240       172620.331492        -0.164164315         0.335053753         0.164785223        1
2023-04-24B00:25: 0.000        -3479.684224       321197.765689       172625.274405        -0.164148795         0.334976180         0.164742257        1
2023-04-24B00:25:30.000        -3484.608455       321207.813811       172630.216028        -0.164133267         0.334898615         0.164699293        1
2023-04-24B00:26: 0.000        -3489.532220       321217.859606       172635.156362        -0.164117731         0.334821055         0.164656332        1
2023-04-24B00:26:30.000        -3494.455518       321227.903075       172640.095408        -0.164102187         0.334743501         0.164613374        1
2023-04-24B00:27: 0.000        -3499.378351       321237.944216       172645.033165        -0.164086635         0.334665954         0.164570419        1
2023-04-24B00:27:30.000        -3504.300716       321247.983032       172649.969633        -0.164071075         0.334588413         0.164527467        1
2023-04-24B00:28: 0.000        -3509.222615       321258.019521       172654.904813        -0.164055507         0.334510878         0.164484518        1
2023-04-24B00:28:30.000        -3514.144047       321268.053685       172659.838704        -0.164039931         0.334433349         0.164441571        1
2023-04-24B00:29: 0.000        -3519.065011       321278.085522       172664.771307        -0.164024347         0.334355827         0.164398627        1
2023-04-24B00:29:30.000        -3523.985508       321288.115034       172669.702622        -0.164008755         0.334278310         0.164355687        1
2023-04-24B00:30: 0.000        -3528.905536       321298.142221       172674.632648        -0.163993155         0.334200800         0.164312749        1
2023-04-24B00:30:30.000        -3533.825097       321308.167082       172679.561387        -0.163977546         0.334123296         0.164269813        1
2023-04-24B00:31: 0.000        -3538.744189       321318.189619       172684.488837        -0.163961930         0.334045799         0.164226881        1
2023-04-24B00:31:30.000        -3543.662812       321328.209830       172689.415000        -0.163946306         0.333968307         0.164183951        1
2023-04-24B00:32: 0.000        -3548.580967       321338.227717       172694.339874        -0.163930674         0.333890822         0.164141025        1
2023-04-24B00:32:30.000        -3553.498653       321348.243280       172699.263461        -0.163915033         0.333813343         0.164098101        1
2023-04-24B00:33: 0.000        -3558.415869       321358.256518       172704.185760        -0.163899385         0.333735870         0.164055180        1
2023-04-24B00:33:30.000        -3563.332616       321368.267432       172709.106772        -0.163883728         0.333658403         0.164012262        1
2023-04-24B00:34: 0.000        -3568.248893       321378.276022       172714.026496        -0.163868063         0.333580943         0.163969346        1
2023-04-24B00:34:30.000        -3573.164699       321388.282288       172718.944933        -0.163852390         0.333503488         0.163926434        1
2023-04-24B00:35: 0.000        -3578.080036       321398.286231       172723.862082        -0.163836709         0.333426040         0.163883524        1
2023-04-24B00:35:30.000        -3582.994902       321408.287851       172728.777944        -0.163821020         0.333348598         0.163840617        1
2023-04-24B00:36: 0.000        -3587.909297       321418.287147       172733.692519        -0.163805323         0.333271162         0.163797713        1
2023-04-24B00:36:30.000        -3592.823221       321428.284121       172738.605807        -0.163789618         0.333193733         0.163754812        1
2023-04-24B00:37: 0.000        -3597.736674       321438.278771       172743.517808        -0.163773905         0.333116310         0.163711913        1
2023-04-24B00:37:30.000        -3602.649656       321448.271099       172748.428522        -0.163758183         0.333038892         0.163669017        1
2023-04-24B00:38: 0.000        -3607.562165       321458.261105       172753.337949        -0.163742454         0.332961482         0.163626125        1
2023-04-24B00:38:30.000        -3612.474203       321468.248788       172758.246089        -0.163726716         0.332884077         0.163583235        1
2023-04-24B00:39: 0.000        -3617.385768       321478.234150       172763.152943        -0.163710970         0.332806678         0.163540348        1
2023-04-24B00:39:30.000        -3622.296861       321488.217189       172768.058510        -0.163695216         0.332729286         0.163497463        1
2023-04-24B00:40: 0.000        -3627.207481       321498.197907       172772.962791        -0.163679454         0.332651900         0.163454582        1
2023-04-24B00:40:30.000        -3632.117628       321508.176303       172777.865785        -0.163663684         0.332574520         0.163411703        1
2023-04-24B00:41: 0.000        -3637.027302       321518.152378       172782.767493        -0.163647905         0.332497146         0.163368827        1
2023-04-24B00:41:30.000        -3641.936502       321528.126132       172787.667915        -0.163632119         0.332419778         0.163325954        1
2023-04-24B00:42: 0.000        -3646.845229       321538.097565       172792.567050        -0.163616324         0.332342417         0.163283084        1
2023-04-24B00:42:30.000        -3651.753482       321548.066677       172797.464900        -0.163600521         0.332265062         0.163240216        1
2023-04-24B00:43: 0.000        -3656.661260       321558.033469       172802.361463        -0.163584710         0.332187713         0.163197352        1
