 本行信息时间(北京时间)     位置X(km,WGS84)     位置Y(km,WGS84)     位置Z(km,WGS84)  速度VX(km/s,WGS84)  速度VY(km/s,WGS84)  速度VZ(km/s,WGS84)    定轨或预报
2023-04-23B06:06:30.000       -18166.636426      -292681.120267       158507.360923       -21.176630379         0.796189909         0.267198519        1
2023-04-23B06:07: 0.000       -18801.925979      -292656.543712       158515.376079       -21.175995327         0.842248585         0.267147028        1
2023-04-23B06:07:30.000       -19437.194975      -292630.585381       158523.389691       -21.175259895         0.888308285         0.267095542        1
2023-04-23B06:08: 0.000       -20072.440402      -292603.245247       158531.401758       -21.174424074         0.934368789         0.267044061        1
2023-04-23B06:08:30.000       -20707.659249      -292574.523288       158539.412281       -21.173487859         0.980429879         0.266992586        1
2023-04-23B06:09: 0.000       -21342.848503      -292544.419491       158547.421260       -21.172451241         1.026491335         0.266941117        1
2023-04-23B06:09:30.000       -21978.005152      -292512.933848       158555.428695       -21.171314216         1.072552938         0.266889653        1
2023-04-23B06:10: 0.000       -22613.126185      -292480.066357       158563.434586       -21.170076777         1.118614468         0.266838194        1
2023-04-23B06:10:30.000       -23248.208588      -292445.817025       158571.438933       -21.168738920         1.164675706         0.266786740        1
2023-04-23B06:11: 0.000       -23883.249350      -292410.185862       158579.441737       -21.167300640         1.210736433         0.266735293        1
2023-04-23B06:11:30.000       -24518.245456      -292373.172888       158587.442997       -21.165761933         1.256796429         0.266683850        1
2023-04-23B06:12: 0.000       -25153.193895      -292334.778129       158595.442714       -21.164122795         1.302855475         0.266632413        1
2023-04-23B06:12:30.000       -25788.091653      -292295.001615       158603.440889       -21.162383224         1.348913352         0.266580981        1
2023-04-23B06:13: 0.000       -26422.935718      -292253.843385       158611.437520       -21.160543215         1.394969840         0.266529555        1
2023-04-23B06:13:30.000       -27057.723076      -292211.303485       158619.432608       -21.158602768         1.441024719         0.266478134        1
2023-04-23B06:14: 0.000       -27692.450714      -292167.381965       158627.426154       -21.156561880         1.487077771         0.266426718        1
2023-04-23B06:14:30.000       -28327.115618      -292122.078884       158635.418158       -21.154420551         1.533128775         0.266375308        1
2023-04-23B06:15: 0.000       -28961.714776      -292075.394306       158643.408620       -21.152178779         1.579177513         0.266323904        1
2023-04-23B06:15:30.000       -29596.245175      -292027.328303       158651.397539       -21.149836564         1.625223764         0.266272504        1
2023-04-23B06:16: 0.000       -30230.703800      -291977.880953       158659.384916       -21.147393907         1.671267309         0.266221110        1
2023-04-23B06:16:30.000       -30865.087639      -291927.052340       158667.370752       -21.144850808         1.717307929         0.266169722        1
2023-04-23B06:17: 0.000       -31499.393679      -291874.842555       158675.355046       -21.142207268         1.763345404         0.266118339        1
2023-04-23B06:17:30.000       -32133.618906      -291821.251696       158683.337799       -21.139463289         1.809379515         0.266066961        1
2023-04-23B06:18: 0.000       -32767.760306      -291766.279867       158691.319011       -21.136618873         1.855410042         0.266015588        1
2023-04-23B06:18:30.000       -33401.814868      -291709.927179       158699.298681       -21.133674023         1.901436764         0.265964221        1
2023-04-23B06:19: 0.000       -34035.779578      -291652.193750       158707.276811       -21.130628742         1.947459464         0.265912860        1
2023-04-23B06:19:30.000       -34669.651424      -291593.079702       158715.253399       -21.127483032         1.993477921         0.265861503        1
2023-04-23B06:20: 0.000       -35303.427391      -291532.585168       158723.228447       -21.124236900         2.039491916         0.265810152        1
2023-04-23B06:20:30.000       -35937.104469      -291470.710283       158731.201955       -21.120890348         2.085501228         0.265758807        1
2023-04-23B06:21: 0.000       -36570.679643      -291407.455193       158739.173923       -21.117443382         2.131505639         0.265707467        1
2023-04-23B06:21:30.000       -37204.149903      -291342.820046       158747.144350       -21.113896008         2.177504929         0.265656132        1
2023-04-23B06:22: 0.000       -37837.512235      -291276.805000       158755.113237       -21.110248230         2.223498879         0.265604802        1
2023-04-23B06:22:30.000       -38470.763628      -291209.410219       158763.080585       -21.106500057         2.269487268         0.265553478        1
2023-04-23B06:23: 0.000       -39103.901070      -291140.635873       158771.046392       -21.102651495         2.315469877         0.265502159        1
2023-04-23B06:23:30.000       -39736.921550      -291070.482138       158779.010661       -21.098702551         2.361446487         0.265450846        1
2023-04-23B06:24: 0.000       -40369.822055      -290998.949197       158786.973390       -21.094653233         2.407416877         0.265399538        1
2023-04-23B06:24:30.000       -41002.599576      -290926.037241       158794.934580       -21.090503549         2.453380830         0.265348235        1
2023-04-23B06:25: 0.000       -41635.251101      -290851.746466       158802.894231       -21.086253509         2.499338124         0.265296938        1
2023-04-23B06:25:30.000       -42267.773619      -290776.077075       158810.852343       -21.081903121         2.545288540         0.265245646        1
2023-04-23B06:26: 0.000       -42900.164121      -290699.029278       158818.808916       -21.077452396         2.591231859         0.265194359        1
2023-04-23B06:26:30.000       -43532.419596      -290620.603290       158826.763951       -21.072901344         2.637167862         0.265143078        1
2023-04-23B06:27: 0.000       -44164.537035      -290540.799335       158834.717448       -21.068249976         2.683096328         0.265091802        1
2023-04-23B06:27:30.000       -44796.513428      -290459.617642       158842.669406       -21.063498302         2.729017038         0.265040531        1
2023-04-23B06:28: 0.000       -45428.345767      -290377.058447       158850.619826       -21.058646335         2.774929773         0.264989266        1
2023-04-23B06:28:30.000       -46060.031042      -290293.121992       158858.568709       -21.053694087         2.820834313         0.264938006        1
2023-04-23B06:29: 0.000       -46691.566246      -290207.808527       158866.516053       -21.048641571         2.866730439         0.264886751        1
2023-04-23B06:29:30.000       -47322.948371      -290121.118308       158874.461861       -21.043488799         2.912617932         0.264835502        1
2023-04-23B06:30: 0.000       -47954.174409      -290033.051596       158882.406130       -21.038235786         2.958496571         0.264784258        1
2023-04-23B06:30:30.000       -48585.241353      -289943.608660       158890.348863       -21.032882546         3.004366138         0.264733019        1
2023-04-23B06:31: 0.000       -49216.146197      -289852.789777       158898.290058       -21.027429092         3.050226413         0.264681786        1
2023-04-23B06:31:30.000       -49846.885934      -289760.595227       158906.229717       -21.021875441         3.096077176         0.264630557        1
2023-04-23B06:32: 0.000       -50477.457559      -289667.025301       158914.167838       -21.016221608         3.141918209         0.264579335        1
2023-04-23B06:32:30.000       -51107.858066      -289572.080292       158922.104424       -21.010467610         3.187749292         0.264528117        1
2023-04-23B06:33: 0.000       -51738.084452      -289475.760503       158930.039472       -21.004613461         3.233570206         0.264476905        1
2023-04-23B06:33:30.000       -52368.133711      -289378.066242       158937.972985       -20.998659181         3.279380731         0.264425698        1
2023-04-23B06:34: 0.000       -52998.002839      -289278.997823       158945.904961       -20.992604786         3.325180649         0.264374497        1
2023-04-23B06:34:30.000       -53627.688835      -289178.555570       158953.835401       -20.986450293         3.370969739         0.264323301        1
2023-04-23B06:35: 0.000       -54257.188694      -289076.739809       158961.764306       -20.980195723         3.416747784         0.264272110        1
2023-04-23B06:35:30.000       -54886.499416      -288973.550875       158969.691675       -20.973841093         3.462514563         0.264220924        1
2023-04-23B06:36: 0.000       -55515.617998      -288868.989110       158977.617508       -20.967386424         3.508269857         0.264169744        1
2023-04-23B06:36:30.000       -56144.541440      -288763.054861       158985.541806       -20.960831734         3.554013448         0.264118569        1
2023-04-23B06:37: 0.000       -56773.266741      -288655.748483       158993.464569       -20.954177045         3.599745117         0.264067399        1
2023-04-23B06:37:30.000       -57401.790901      -288547.070336       159001.385797       -20.947422377         3.645464643         0.264016235        1
2023-04-23B06:38: 0.000       -58030.110923      -288437.020789       159009.305490       -20.940567752         3.691171809         0.263965076        1
2023-04-23B06:38:30.000       -58658.223806      -288325.600215       159017.223649       -20.933613191         3.736866395         0.263913922        1
2023-04-23B06:39: 0.000       -59286.126554      -288212.808995       159025.140272       -20.926558717         3.782548183         0.263862773        1
2023-04-23B06:39:30.000       -59913.816170      -288098.647517       159033.055362       -20.919404353         3.828216953         0.263811630        1
2023-04-23B06:40: 0.000       -60541.289656      -287983.116173       159040.968917       -20.912150122         3.873872487         0.263760492        1
2023-04-23B06:40:30.000       -61168.544018      -287866.215365       159048.880938       -20.904796048         3.919514565         0.263709359        1
2023-04-23B06:41: 0.000       -61795.576260      -287747.945500       159056.791426       -20.897342155         3.965142970         0.263658232        1
2023-04-23B06:41:30.000       -62422.383389      -287628.306990       159064.700379       -20.889788468         4.010757482         0.263607109        1
2023-04-23B06:42: 0.000       -63048.962411      -287507.300256       159072.607799       -20.882135011         4.056357883         0.263555993        1
2023-04-23B06:42:30.000       -63675.310332      -287384.925725       159080.513686       -20.874381811         4.101943953         0.263504881        1
2023-04-23B06:43: 0.000       -64301.424162      -287261.183829       159088.418039       -20.866528894         4.147515475         0.263453775        1
2023-04-23B06:43:30.000       -64927.300909      -287136.075009       159096.320859       -20.858576287         4.193072230         0.263402673        1
2023-04-23B06:44: 0.000       -65552.937583      -287009.599711       159104.222146       -20.850524016         4.238614000         0.263351578        1
2023-04-23B06:44:30.000       -66178.331194      -286881.758387       159112.121901       -20.842372110         4.284140565         0.263300487        1
2023-04-23B06:45: 0.000       -66803.478754      -286752.551497       159120.020122       -20.834120595         4.329651707         0.263249402        1
2023-04-23B06:45:30.000       -67428.377275      -286621.979507       159127.916812       -20.825769502         4.375147209         0.263198322        1
2023-04-23B06:46: 0.000       -68053.023770      -286490.042890       159135.811969       -20.817318859         4.420626852         0.263147247        1
2023-04-23B06:46:30.000       -68677.415253      -286356.742124       159143.705593       -20.808768695         4.466090417         0.263096177        1
2023-04-23B06:47: 0.000       -69301.548738      -286222.077696       159151.597686       -20.800119040         4.511537687         0.263045113        1
2023-04-23B06:47:30.000       -69925.421242      -286086.050096       159159.488247       -20.791369926         4.556968442         0.262994054        1
2023-04-23B06:48: 0.000       -70549.029781      -285948.659825       159167.377277       -20.782521383         4.602382466         0.262943000        1
2023-04-23B06:48:30.000       -71172.371372      -285809.907386       159175.264774       -20.773573442         4.647779540         0.262891951        1
2023-04-23B06:49: 0.000       -71795.443035      -285669.793293       159183.150741       -20.764526135         4.693159447         0.262840908        1
2023-04-23B06:49:30.000       -72418.241789      -285528.318063       159191.035176       -20.755379496         4.738521967         0.262789870        1
2023-04-23B06:50: 0.000       -73040.764654      -285385.482221       159198.918080       -20.746133555         4.783866884         0.262738837        1
2023-04-23B06:50:30.000       -73663.008652      -285241.286298       159206.799453       -20.736788348         4.829193979         0.262687809        1
2023-04-23B06:51: 0.000       -74284.970805      -285095.730833       159214.679295       -20.727343908         4.874503035         0.262636787        1
2023-04-23B06:51:30.000       -74906.648137      -284948.816369       159222.557607       -20.717800269         4.919793834         0.262585770        1
2023-04-23B06:52: 0.000       -75528.037672      -284800.543458       159230.434389       -20.708157466         4.965066159         0.262534758        1
2023-04-23B06:52:30.000       -76149.136436      -284650.912658       159238.309640       -20.698415534         5.010319792         0.262483751        1
2023-04-23B06:53: 0.000       -76769.941456      -284499.924531       159246.183361       -20.688574509         5.055554515         0.262432750        1
2023-04-23B06:53:30.000       -77390.449759      -284347.579650       159254.055552       -20.678634428         5.100770112         0.262381753        1
2023-04-23B06:54: 0.000       -78010.658374      -284193.878591       159261.926213       -20.668595326         5.145966364         0.262330762        1
2023-04-23B06:54:30.000       -78630.564332      -284038.821937       159269.795345       -20.658457242         5.191143055         0.262279776        1
2023-04-23B06:55: 0.000       -79250.164663      -283882.410278       159277.662947       -20.648220212         5.236299967         0.262228796        1
2023-04-23B06:55:30.000       -79869.456399      -283724.644212       159285.529020       -20.637884275         5.281436884         0.262177820        1
2023-04-23B06:56: 0.000       -80488.436574      -283565.524341       159293.393563       -20.627449470         5.326553587         0.262126850        1
2023-04-23B06:56:30.000       -81107.102223      -283405.051275       159301.256578       -20.616915836         5.371649861         0.262075885        1
2023-04-23B06:57: 0.000       -81725.450381      -283243.225630       159309.118063       -20.606283412         5.416725488         0.262024925        1
2023-04-23B06:57:30.000       -82343.478084      -283080.048029       159316.978020       -20.595552238         5.461780251         0.261973971        1
2023-04-23B06:58: 0.000       -82961.182372      -282915.519101       159324.836449       -20.584722355         5.506813934         0.261923021        1
2023-04-23B06:58:30.000       -83578.560283      -282749.639481       159332.693349       -20.573793804         5.551826320         0.261872077        1
2023-04-23B06:59: 0.000       -84195.608859      -282582.409813       159340.548721       -20.562766626         5.596817193         0.261821138        1
2023-04-23B06:59:30.000       -84812.325140      -282413.830743       159348.402564       -20.551640864         5.641786335         0.261770204        1
2023-04-23B07:00: 0.000       -85428.706170      -282243.902928       159356.254880       -20.540416559         5.686733531         0.261719276        1
2023-04-23B07:00:30.000       -86044.748993      -282072.627030       159364.105668       -20.529093755         5.731658564         0.261668352        1
2023-04-23B07:01: 0.000       -86660.450656      -281900.003715       159371.954928       -20.517672495         5.776561218         0.261617434        1
2023-04-23B07:01:30.000       -87275.808204      -281726.033660       159379.802661       -20.506152823         5.821441276         0.261566521        1
2023-04-23B07:02: 0.000       -87890.818687      -281550.717545       159387.648867       -20.494534784         5.866298523         0.261515613        1
2023-04-23B07:02:30.000       -88505.479154      -281374.056057       159395.493545       -20.482818421         5.911132742         0.261464710        1
2023-04-23B07:03: 0.000       -89119.786656      -281196.049891       159403.336697       -20.471003780         5.955943718         0.261413813        1
2023-04-23B07:03:30.000       -89733.738244      -281016.699747       159411.178321       -20.459090908         6.000731235         0.261362921        1
2023-04-23B07:04: 0.000       -90347.330974      -280836.006333       159419.018419       -20.447079850         6.045495077         0.261312033        1
2023-04-23B07:04:30.000       -90960.561900      -280653.970361       159426.856990       -20.434970653         6.090235028         0.261261151        1
2023-04-23B07:05: 0.000       -91573.428079      -280470.592552       159434.694035       -20.422763365         6.134950873         0.261210275        1
2023-04-23B07:05:30.000       -92185.926568      -280285.873632       159442.529554       -20.410458032         6.179642396         0.261159403        1
2023-04-23B07:06: 0.000       -92798.054428      -280099.814334       159450.363547       -20.398054704         6.224309382         0.261108536        1
2023-04-23B07:06:30.000       -93409.808718      -279912.415397       159458.196013       -20.385553428         6.268951616         0.261057675        1
2023-04-23B07:07: 0.000       -94021.186502      -279723.677568       159466.026954       -20.372954254         6.313568882         0.261006819        1
2023-04-23B07:07:30.000       -94632.184842      -279533.601598       159473.856370       -20.360257231         6.358160965         0.260955968        1
2023-04-23B07:08: 0.000       -95242.800805      -279342.188246       159481.684260       -20.347462409         6.402727651         0.260905122        1
2023-04-23B07:08:30.000       -95853.031457      -279149.438277       159489.510624       -20.334569840         6.447268724         0.260854281        1
2023-04-23B07:09: 0.000       -96462.873866      -278955.352463       159497.335464       -20.321579573         6.491783970         0.260803446        1
2023-04-23B07:09:30.000       -97072.325103      -278759.931582       159505.158778       -20.308491661         6.536273174         0.260752615        1
2023-04-23B07:10: 0.000       -97681.382238      -278563.176418       159512.980568       -20.295306154         6.580736121         0.260701790        1
2023-04-23B07:10:30.000       -98290.042345      -278365.087763       159520.800833       -20.282023107         6.625172597         0.260650970        1
2023-04-23B07:11: 0.000       -98898.302498      -278165.666413       159528.619574       -20.268642571         6.669582388         0.260600155        1
2023-04-23B07:11:30.000       -99506.159773      -277964.913173       159536.436790       -20.255164599         6.713965278         0.260549345        1
2023-04-23B07:12: 0.000      -100113.611249      -277762.828852       159544.252482       -20.241589247         6.758321055         0.260498541        1
2023-04-23B07:12:30.000      -100720.654004      -277559.414267       159552.066650       -20.227916567         6.802649504         0.260447741        1
2023-04-23B07:13: 0.000      -101327.285119      -277354.670242       159559.879294       -20.214146615         6.846950410         0.260396947        1
2023-04-23B07:13:30.000      -101933.501678      -277148.597606       159567.690414       -20.200279446         6.891223561         0.260346157        1
2023-04-23B07:14: 0.000      -102539.300764      -276941.197194       159575.500010       -20.186315115         6.935468742         0.260295373        1
2023-04-23B07:14:30.000      -103144.679463      -276732.469849       159583.308083       -20.172253679         6.979685739         0.260244594        1
2023-04-23B07:15: 0.000      -103749.634864      -276522.416420       159591.114633       -20.158095195         7.023874340         0.260193820        1
2023-04-23B07:15:30.000      -104354.164055      -276311.037761       159598.919660       -20.143839719         7.068034331         0.260143052        1
2023-04-23B07:16: 0.000      -104958.264128      -276098.334735       159606.723164       -20.129487309         7.112165498         0.260092288        1
2023-04-23B07:16:30.000      -105561.932175      -275884.308209       159614.525145       -20.115038024         7.156267629         0.260041529        1
2023-04-23B07:17: 0.000      -106165.165292      -275668.959058       159622.325603       -20.100491921         7.200340510         0.259990776        1
2023-04-23B07:17:30.000      -106767.960574      -275452.288161       159630.124539       -20.085849060         7.244383928         0.259940028        1
2023-04-23B07:18: 0.000      -107370.315119      -275234.296407       159637.921952       -20.071109499         7.288397670         0.259889285        1
2023-04-23B07:18:30.000      -107972.226028      -275014.984688       159645.717843       -20.056273300         7.332381525         0.259838546        1
2023-04-23B07:19: 0.000      -108573.690403      -274794.353905       159653.512212       -20.041340523         7.376335278         0.259787814        1
2023-04-23B07:19:30.000      -109174.705346      -274572.404964       159661.305059       -20.026311228         7.420258719         0.259737086        1
2023-04-23B07:20: 0.000      -109775.267963      -274349.138777       159669.096385       -20.011185476         7.464151633         0.259686363        1
2023-04-23B07:20:30.000      -110375.375362      -274124.556263       159676.886189       -19.995963330         7.508013810         0.259635645        1
2023-04-23B07:21: 0.000      -110975.024652      -273898.658348       159684.674471       -19.980644851         7.551845037         0.259584933        1
2023-04-23B07:21:30.000      -111574.212943      -273671.445963       159692.461232       -19.965230103         7.595645103         0.259534225        1
2023-04-23B07:22: 0.000      -112172.937348      -273442.920047       159700.246472       -19.949719149         7.639413794         0.259483523        1
2023-04-23B07:22:30.000      -112771.194983      -273213.081543       159708.030191       -19.934112052         7.683150900         0.259432826        1
2023-04-23B07:23: 0.000      -113368.982963      -272981.931402       159715.812389       -19.918408876         7.726856209         0.259382134        1
2023-04-23B07:23:30.000      -113966.298408      -272749.470582       159723.593066       -19.902609687         7.770529509         0.259331447        1
2023-04-23B07:24: 0.000      -114563.138438      -272515.700046       159731.372223       -19.886714548         7.814170590         0.259280765        1
2023-04-23B07:24:30.000      -115159.500175      -272280.620764       159739.149860       -19.870723527         7.857779240         0.259230088        1
2023-04-23B07:25: 0.000      -115755.380745      -272044.233711       159746.925976       -19.854636688         7.901355248         0.259179416        1
2023-04-23B07:25:30.000      -116350.777273      -271806.539870       159754.700572       -19.838454098         7.944898402         0.259128749        1
2023-04-23B07:26: 0.000      -116945.686888      -271567.540231       159762.473648       -19.822175824         7.988408493         0.259078087        1
2023-04-23B07:26:30.000      -117540.106720      -271327.235787       159770.245205       -19.805801933         8.031885310         0.259027431        1
2023-04-23B07:27: 0.000      -118134.033903      -271085.627541       159778.015242       -19.789332494         8.075328641         0.258976779        1
2023-04-23B07:27:30.000      -118727.465569      -270842.716500       159785.783759       -19.772767575         8.118738278         0.258926133        1
2023-04-23B07:28: 0.000      -119320.398858      -270598.503678       159793.550757       -19.756107244         8.162114009         0.258875492        1
2023-04-23B07:28:30.000      -119912.830905      -270352.990096       159801.316236       -19.739351571         8.205455624         0.258824855        1
2023-04-23B07:29: 0.000      -120504.758854      -270106.176780       159809.080196       -19.722500625         8.248762913         0.258774224        1
2023-04-23B07:29:30.000      -121096.179846      -269858.064762       159816.842637       -19.705554477         8.292035668         0.258723598        1
2023-04-23B07:30: 0.000      -121687.091027      -269608.655083       159824.603560       -19.688513197         8.335273677         0.258672977        1
2023-04-23B07:30:30.000      -122277.489543      -269357.948787       159832.362963       -19.671376856         8.378476731         0.258622361        1
2023-04-23B07:31: 0.000      -122867.372544      -269105.946927       159840.120849       -19.654145526         8.421644622         0.258571750        1
2023-04-23B07:31:30.000      -123456.737181      -268852.650561       159847.877216       -19.636819280         8.464777139         0.258521144        1
2023-04-23B07:32: 0.000      -124045.580608      -268598.060752       159855.632065       -19.619398188         8.507874074         0.258470543        1
2023-04-23B07:32:30.000      -124633.899981      -268342.178572       159863.385396       -19.601882325         8.550935218         0.258419947        1
2023-04-23B07:33: 0.000      -125221.692458      -268085.005097       159871.137210       -19.584271764         8.593960361         0.258369357        1
2023-04-23B07:33:30.000      -125808.955198      -267826.541410       159878.887505       -19.566566578         8.636949296         0.258318771        1
2023-04-23B07:34: 0.000      -126395.685364      -267566.788602       159886.636283       -19.548766843         8.679901814         0.258268190        1
2023-04-23B07:34:30.000      -126981.880121      -267305.747767       159894.383544       -19.530872632         8.722817706         0.258217615        1
2023-04-23B07:35: 0.000      -127567.536635      -267043.420007       159902.129288       -19.512884021         8.765696765         0.258167044        1
2023-04-23B07:35:30.000      -128152.652076      -266779.806430       159909.873515       -19.494801086         8.808538782         0.258116478        1
2023-04-23B07:36: 0.000      -128737.223616      -266514.908152       159917.616224       -19.476623903         8.851343549         0.258065918        1
2023-04-23B07:36:30.000      -129321.248427      -266248.726292       159925.357417       -19.458352549         8.894110859         0.258015362        1
2023-04-23B07:37: 0.000      -129904.723686      -265981.261978       159933.097094       -19.439987100         8.936840504         0.257964812        1
2023-04-23B07:37:30.000      -130487.646571      -265712.516341       159940.835254       -19.421527635         8.979532277         0.257914267        1
2023-04-23B07:38: 0.000      -131070.014263      -265442.490523       159948.571897       -19.402974230         9.022185970         0.257863726        1
2023-04-23B07:38:30.000      -131651.823945      -265171.185667       159956.307025       -19.384326966         9.064801377         0.257813191        1
2023-04-23B07:39: 0.000      -132233.072802      -264898.602927       159964.040636       -19.365585920         9.107378290         0.257762660        1
2023-04-23B07:39:30.000      -132813.758022      -264624.743459       159971.772732       -19.346751172         9.149916503         0.257712135        1
2023-04-23B07:40: 0.000      -133393.876796      -264349.608428       159979.503312       -19.327822801         9.192415809         0.257661615        1
2023-04-23B07:40:30.000      -133973.426315      -264073.199004       159987.232377       -19.308800889         9.234876002         0.257611100        1
2023-04-23B07:41: 0.000      -134552.403774      -263795.516364       159994.959926       -19.289685516         9.277296875         0.257560589        1
2023-04-23B07:41:30.000      -135130.806372      -263516.561690       160002.685960       -19.270476763         9.319678222         0.257510084        1
2023-04-23B07:42: 0.000      -135708.631307      -263236.336171       160010.410479       -19.251174711         9.362019838         0.257459584        1
2023-04-23B07:42:30.000      -136285.875783      -262954.841002       160018.133483       -19.231779444         9.404321517         0.257409089        1
2023-04-23B07:43: 0.000      -136862.537003      -262672.077385       160025.854972       -19.212291042         9.446583052         0.257358598        1
2023-04-23B07:43:30.000      -137438.612176      -262388.046527       160033.574946       -19.192709591         9.488804240         0.257308113        1
2023-04-23B07:44: 0.000      -138014.098510      -262102.749641       160041.293406       -19.173035172         9.530984873         0.257257633        1
2023-04-23B07:44:30.000      -138588.993219      -261816.187947       160049.010352       -19.153267869         9.573124748         0.257207158        1
2023-04-23B07:45: 0.000      -139163.293516      -261528.362671       160056.725784       -19.133407769         9.615223660         0.257156688        1
2023-04-23B07:45:30.000      -139736.996619      -261239.275045       160064.439701       -19.113454954         9.657281403         0.257106222        1
2023-04-23B07:46: 0.000      -140310.099749      -260948.926307       160072.152105       -19.093409510         9.699297773         0.257055762        1
2023-04-23B07:46:30.000      -140882.600127      -260657.317700       160079.862995       -19.073271524         9.741272566         0.257005307        1
2023-04-23B07:47: 0.000      -141454.494978      -260364.450477       160087.572371       -19.053041081         9.783205577         0.256954857        1
2023-04-23B07:47:30.000      -142025.781531      -260070.325892       160095.280234       -19.032718267         9.825096603         0.256904411        1
2023-04-23B07:48: 0.000      -142596.457014      -259774.945210       160102.986583       -19.012303171         9.866945440         0.256853971        1
2023-04-23B07:48:30.000      -143166.518662      -259478.309697       160110.691420       -18.991795879         9.908751884         0.256803536        1
2023-04-23B07:49: 0.000      -143735.963709      -259180.420630       160118.394743       -18.971196480         9.950515731         0.256753106        1
2023-04-23B07:49:30.000      -144304.789394      -258881.279289       160126.096554       -18.950505062         9.992236779         0.256702680        1
2023-04-23B07:50: 0.000      -144872.992957      -258580.886962       160133.796852       -18.929721714        10.033914824         0.256652260        1
2023-04-23B07:50:30.000      -145440.571643      -258279.244940       160141.495638       -18.908846525        10.075549663         0.256601845        1
2023-04-23B07:51: 0.000      -146007.522696      -257976.354525       160149.192911       -18.887879584        10.117141093         0.256551434        1
2023-04-23B07:51:30.000      -146573.843365      -257672.217020       160156.888672       -18.866820984        10.158688913         0.256501029        1
2023-04-23B07:52: 0.000      -147139.530904      -257366.833738       160164.582920       -18.845670813        10.200192919         0.256450628        1
2023-04-23B07:52:30.000      -147704.582564      -257060.205995       160172.275657       -18.824429163        10.241652909         0.256400233        1
2023-04-23B07:53: 0.000      -148268.995605      -256752.335115       160179.966882       -18.803096126        10.283068682         0.256349842        1
2023-04-23B07:53:30.000      -148832.767284      -256443.222428       160187.656596       -18.781671793        10.324440035         0.256299457        1
2023-04-23B07:54: 0.000      -149395.894866      -256132.869270       160195.344797       -18.760156258        10.365766767         0.256249076        1
2023-04-23B07:54:30.000      -149958.375614      -255821.276981       160203.031488       -18.738549613        10.407048677         0.256198700        1
2023-04-23B07:55: 0.000      -150520.206798      -255508.446911       160210.716667       -18.716851951        10.448285564         0.256148330        1
2023-04-23B07:55:30.000      -151081.385688      -255194.380411       160218.400336       -18.695063366        10.489477225         0.256097964        1
2023-04-23B07:56: 0.000      -151641.909558      -254879.078843       160226.082493       -18.673183953        10.530623461         0.256047603        1
2023-04-23B07:56:30.000      -152201.775685      -254562.543572       160233.763140       -18.651213807        10.571724071         0.255997248        1
2023-04-23B07:57: 0.000      -152760.981347      -254244.775970       160241.442276       -18.629153021        10.612778855         0.255946897        1
2023-04-23B07:57:30.000      -153319.523828      -253925.777414       160249.119902       -18.607001693        10.653787611         0.255896551        1
2023-04-23B07:58: 0.000      -153877.400412      -253605.549288       160256.796017       -18.584759917        10.694750141         0.255846210        1
2023-04-23B07:58:30.000      -154434.608387      -253284.092983       160264.470622       -18.562427791        10.735666244         0.255795874        1
2023-04-23B07:59: 0.000      -154991.145045      -252961.409893       160272.143717       -18.540005411        10.776535721         0.255745543        1
2023-04-23B07:59:30.000      -155547.007678      -252637.501421       160279.815303       -18.517492875        10.817358372         0.255695216        1
2023-04-23B08:00: 0.000      -156102.193585      -252312.368975       160287.485378       -18.494890281        10.858133998         0.255644895        1
2023-04-23B08:00:30.000      -156656.700066      -251986.013967       160295.153944       -18.472197773        10.898862429         0.255594579        1
2023-04-23B08:01: 0.000      -157210.524421      -251658.437818       160302.821001       -18.449415356        10.939543409         0.255544268        1
2023-04-23B08:01:30.000      -157763.663958      -251329.641954       160310.486549       -18.426543178        10.980176766         0.255493961        1
2023-04-23B08:02: 0.000      -158316.115985      -250999.627806       160318.150587       -18.403581336        11.020762305         0.255443660        1
2023-04-23B08:02:30.000      -158867.877812      -250668.396811       160325.813116       -18.380529931        11.061299825         0.255393363        1
2023-04-23B08:03: 0.000      -159418.946756      -250335.950414       160333.474137       -18.357389065        11.101789129         0.255343072        1
2023-04-23B08:03:30.000      -159969.320133      -250002.290064       160341.133649       -18.334158836        11.142230019         0.255292785        1
2023-04-23B08:04: 0.000      -160518.995264      -249667.417216       160348.791652       -18.310839347        11.182622297         0.255242503        1
2023-04-23B08:04:30.000      -161067.969472      -249331.333331       160356.448147       -18.287430700        11.222965767         0.255192226        1
2023-04-23B08:05: 0.000      -161616.240086      -248994.039877       160364.103134       -18.263932997        11.263260232         0.255141954        1
2023-04-23B08:05:30.000      -162163.804434      -248655.538326       160371.756612       -18.240346340        11.303505493         0.255091687        1
2023-04-23B08:06: 0.000      -162710.659849      -248315.830158       160379.408583       -18.216670832        11.343701355         0.255041425        1
2023-04-23B08:06:30.000      -163256.803667      -247974.916859       160387.059046       -18.192906577        11.383847620         0.254991168        1
2023-04-23B08:07: 0.000      -163802.233229      -247632.799917       160394.708001       -18.169053679        11.423944094         0.254940915        1
2023-04-23B08:07:30.000      -164346.945875      -247289.480831       160402.355449       -18.145112242        11.463990579         0.254890668        1
2023-04-23B08:08: 0.000      -164890.938951      -246944.961103       160410.001389       -18.121082371        11.503986879         0.254840425        1
2023-04-23B08:08:30.000      -165434.209806      -246599.242241       160417.645823       -18.096964172        11.543932800         0.254790188        1
